tay,viet
"Bjoóc sở phông chang pá, thom lai","Hoa sở nở trong rừng, thơm lắm"
Sloong bạn đang thi đua xem ai đảy điểm cao hơn,Hai bạn đang thi đua xem ai được điểm cao hơn
Pù pài là nợi cung cấp lai sản vật hẩư cần ta,Núi đồi là nơi cung cấp nhiều sản vật cho chúng ta
"Nặm suối trong vắt, hăn đảy tứng con pja đang bơi","Nước suối trong vắt, thấy được từng con cá đang bơi"
"Báo chí góp phần xây dựng một xã hội công bằng, văn minh","Báo chí góp phần xây dựng một xã hội công bằng, văn minh"
"Nặm Hồ Ba Bể bốn mùa xanh biếc, mjạc bặng bức tranh","Nước Hồ Ba Bể bốn mùa xanh biếc, đẹp như một bức tranh"
"Báo chí pải là diễn đàn cúa cần dân, phuối lên t’iểng nói chung","Báo chí phải là diễn đàn của người dân, nói lên tiếng nói chung"
"Pù Khao Giàng slung chọc fạ, mẩy pàu bay quanh năm","Núi Đèo Giàng cao chọc trời, mây trắng bay quanh năm"
Động Ngườm Ngao mì lai nhũ đá vạ những hình thù lạ mắt,Động Ngườm Ngao có nhiều nhũ đá với những hình thù lạ mắt
"T’iểng suối luây róc rách, t’iểng nộc roọng chang pá","Tiếng suối chảy róc rách, tiếng chim hót trong rừng"
"Boong ta pải slon giữ t’iểng Tày, p’o mì t’iểng Việt","Chúng ta phải giữ gìn tiếng Tày, cùng với tiếng Việt"
"Mùa xuân, pù pài đầy bjoóc mơ, bjoóc mận phông khao","Mùa xuân, núi đồi đầy hoa mơ, hoa mận nở trắng"
Pải tiêm vắc-xin đầy đủ hẩư lục eng t’eo chương trình quốc gia,Phải tiêm vắc-xin đầy đủ cho trẻ em theo chương trình quốc gia
"Pây t’eo tàng nẩy, thâng ngã tư lẹo pjạc dại","Đi theo đường này, đến ngã tư rồi rẽ phải"
"Rườn khỏi dú gần cái trường học, t’eo đây dễ tìm","Nhà tôi ở gần cái trường học, rất dễ tìm"
"Noọng ái pây háng, pải đi thẳng t’eo đây chừng p’ét pác mết","Em muốn đi chợ, phải đi thẳng theo đây chừng tám trăm mét"
"Pây qua cái cấu, lẹo ngòi bên tảy mừ là hăn ngay","Đi qua cái cầu, rồi nhìn bên tay trái là thấy ngay"
"Mời pi noọng khảu năng, chin nặm lẹo mới phuối tuyện","Mời bà con vào ngồi, uống nước rồi mới nói chuyện"
"Vằn nẩy fạ nóng lai, pải mặc slửa mỏng mà pây","Hôm nay trời nóng lắm, phải mặc áo mỏng mà đi"
"Chài ái hỏi, bệnh viện tỉnh pây tàng nào gần nhất?","Anh muốn hỏi, bệnh viện tỉnh đi đường nào gần nhất?"
"Pây thâng đèn xanh đèn đỏ, lẹo dừng lại","Đi đến đèn xanh đèn đỏ, rồi dừng lại"
Nhà văn hóa bản dú ngay t’eo đây cúa Ủy ban xã,Nhà văn hóa thôn ở ngay phía sau của Ủy ban xã
"Khỏi ái pây ngân hàng, pải đi xe buýt số mấy?","Tôi muốn đi ngân hàng, phải đi xe buýt số mấy?"
"Cần lạ khảu bản, pải pây khai báo vạ trưởng bản","Người lạ vào làng, phải đi khai báo với trưởng bản"
"Vằn nẩy gia đình khỏi mì fiệc, mời pi noọng mà chin khảu","Hôm nay gia đình tôi có việc, mời bà con đến ăn cơm"
Pây t’eo tàng nẩy chừng sloong cái hin là thâng,Đi theo đường này chừng hai cây số là đến
"Pây thẳng t’eo, ngòi bên dại có cái bjoóc tào to lai","Đi thẳng theo, nhìn bên phải có cây hoa đào rất to"
"Pải xếp hàng, bấu đảy chen lấn khi mua vé","Phải xếp hàng, không được chen lấn khi mua vé"
Rườn po me tái khỏi dú t’eo pạng nưa cúa con sông,Nhà bố mẹ vợ tôi ở phía trên của con sông
"Ái mua cái slửa nẩy, pải khảu cửa hàng số hả","Muốn mua cái áo này, phải vào cửa hàng số năm"
"Te đang roọng điện thoại, mời pi noọng chờ một lúc","Nó đang gọi điện thoại, mời bà con chờ một lúc"
"Pây qua cái chợ, lẹo đi thẳng là thâng nhà khỏi","Đi qua cái chợ, rồi đi thẳng là đến nhà tôi"
"Vằn pjục fạ dên, pải mặc thêm áo ấm","Ngày mai trời lạnh, phải mặc thêm áo ấm"
"Bấu đảy vứt rác bừa bãi, pải pỏ khảu thùng","Không được vứt rác bừa bãi, phải bỏ vào thùng"
"Quầy thuốc gần nhất dú t’eo pạng nào, noọng ơi?","Quầy thuốc gần nhất ở phía nào, em ơi?"
"Pây hết tàng lẹo ngòi, mì lai bjoóc phông đây mjạc","Đi hết đường rồi nhìn, có nhiều hoa nở rất đẹp"
"Khi pây xe máy, pải đội mũ bảo hiểm","Khi đi xe máy, phải đội mũ bảo hiểm"
"Mời cần lạ khảu rườn chin nặm, bấu pải ngại","Mời người lạ vào nhà uống nước, không phải ngại"
"Pây thâng ngã ba, lẹo pjạc slái, đi thêm một đoạn","Đi đến ngã ba, rồi rẽ trái, đi thêm một đoạn"
Nhà khỏi dú ngay t’eo đây cái bưu điện xã,Nhà tôi ở ngay phía sau cái bưu điện xã
Bấu đảy nói chuyện to chang bệnh viện,Không được nói chuyện to trong bệnh viện
"Pây tàng nẩy, cần t’hể pây tắt qua cánh đồng","Đi đường này, có thể đi tắt qua cánh đồng"
"Vằn nẩy là vằn cưới cúa noọng, pi noọng mà vùi lai","Hôm nay là ngày cưới của em, bà con đến vui lắm"
"Ái tìm nhà ông Lương, pây hỏi cần chang háng là đảy","Muốn tìm nhà ông Lương, đi hỏi người trong chợ là được"
Giữ gìn trật tự chung là trách nhiệm cúa mọi cần,Giữ gìn trật tự chung là trách nhiệm của mọi người
Pây hết cái dốc nẩy lẹo mới thâng đỉnh pù,Đi hết cái dốc này rồi mới đến đỉnh núi
"Mời pi noọng ổn định chỗ ngồi, buổi họp sắp bắt đầu","Mời bà con ổn định chỗ ngồi, buổi họp sắp bắt đầu"
Rườn khỏi dú đối diện cái sân vận động,Nhà tôi ở đối diện cái sân vận động
Pải tuân thủ luật lệ giao thông khi tham gia t’eo tàng,Phải tuân thủ luật lệ giao thông khi tham gia trên đường
"Vằn nèn, mọi nhà gói pẻng chưng, mổ mu chin","Ngày tết, mọi nhà gói bánh chưng, mổ lợn ăn"
"Hỏi tàng, cần Tày hay chỉ đường t’eo đây tận tình","Hỏi đường, người Tày hay chỉ đường rất tận tình"
"Pây qua slam cái nhà, lẹo thâng cái ngõ nọi","Đi qua ba cái nhà, rồi đến cái ngõ nhỏ"
"Bấu đảy đỗ xe dưới lòng đường, gây cản trở","Không được đỗ xe dưới lòng đường, gây cản trở"
"Rườn khỏi số p’ét, dú t’eo pạng dại","Nhà tôi số tám, ở phía tay phải"
"Khi có hỏa hoạn, pải roọng to hẩư mọi cần chắc","Khi có hỏa hoạn, phải gọi to cho mọi người biết"
"Pây thẳng t’eo, khi nào hăn cái co đa to lẹo dừng lại","Đi thẳng theo, khi nào thấy cái cây đa to thì dừng lại"
"Pải xếp hàng khi lên xe buýt, bấu chen lấn xô đẩy","Phải xếp hàng khi lên xe buýt, không chen lấn xô đẩy"
"Nhà khỏi dú ngay t’eo đây cái chợ, đây dễ tìm","Nhà tôi ở ngay phía sau cái chợ, rất dễ tìm"
"Chang bữa ăn, bấu nên phuối tuyện to, mất lịch sự","Trong bữa ăn, không nên nói chuyện to, mất lịch sự"
"Noọng ái pây bưu điện, pải đi qua cái cầu nẩy","Em muốn đi bưu điện, phải đi qua cái cầu này"
"Háng phiên cúa bản khỏi họp t’eo vằn chẵn, vằn lẻ","Chợ phiên của làng tôi họp vào ngày chẵn, ngày lẻ"
"Mời pi noọng giữ im lặng, bệnh nhân đang cần nghỉ ngơi","Mời bà con giữ im lặng, bệnh nhân đang cần nghỉ ngơi"
"Pây thẳng hết con dốc nẩy, lẹo ngòi bên slái là hăn","Đi thẳng hết con dốc này, rồi nhìn bên trái là thấy"
"Khỏi ái gửi thư, pải pây bưu điện xã hẩư gần","Tôi muốn gửi thư, phải đi bưu điện xã cho gần"
"Khi có động đất, pải khoái khoái chạy oóc noọc rườn","Khi có động đất, phải nhanh chóng chạy ra ngoài nhà"
"Tàng khảu bản mì cái cổng chào to, sơn màu đeng","Đường vào làng có cái cổng chào to, sơn màu đỏ"
"Mùa gặt, tằng tông nà slúc vàng, đây mjạc lai","Mùa gặt, cả cánh đồng chín vàng, đẹp lắm"
"Bấu đảy hái bjoóc, bẻ cáng chang công viên","Không được hái hoa, bẻ cành trong công viên"
"Tối nẩy nhà khỏi mì đám, mời po me mà chin khảu","Tối nay nhà tôi có cỗ, mời bố mẹ đến ăn cơm"
"Pây t’eo tàng nọi nẩy, khoái hơn tàng cải","Đi theo đường nhỏ này, nhanh hơn đường lớn"
Dú đây mì quán nào khai pẻng Tày chin đây bấu?,Ở đây có quán nào bán bánh Tày ăn ngon không?
Pây hết cái rườn nẩy lẹo pjạc dại là thâng,Đi hết cái nhà này rồi rẽ phải là đến
"Khi pây xe khách, pải mua vé, bấu đảy pây chui","Khi đi xe khách, phải mua vé, không được đi chui"
"Ái mua thuốc, pải pây hiệu thuốc gần nhất chang phố","Muốn mua thuốc, phải đi hiệu thuốc gần nhất trong phố"
"Pây qua ngã tư đèn xanh đèn đỏ, lẹo đi thẳng tiếp","Đi qua ngã tư đèn xanh đèn đỏ, rồi đi thẳng tiếp"
"Cần lạ pây t’ầư, bấu chắc tàng, nên hỏi cần dân","Người lạ đi đâu, không biết đường, nên hỏi người dân"
Quầy tạp hóa cúa po khỏi dú ngay đầu làng,Quầy tạp hóa của bố tôi ở ngay đầu làng
"Khi có cháy, pải roọng to ""Cháy! Cháy!"" hẩư mọi cần chắc","Khi có cháy, phải gọi to ""Cháy! Cháy!"" cho mọi người biết"
Tàng pây thác Bản Giốc có qua huyện Trùng Khánh,Đường đi thác Bản Giốc có qua huyện Trùng Khánh
"Pi noọng pây họp, mời tắt điện thoại hoặc để chế độ im lặng","Bà con đi họp, mời tắt điện thoại hoặc để chế độ im lặng"
Rườn khỏi đối diện cái sân bóng cúa xã,Nhà tôi ở đối diện cái sân bóng của xã
"Pây t’eo tàng nẩy, cẩn thận xe tải pây lại đông","Đi theo đường này, cẩn thận xe tải đi lại đông"
"Hỏi tàng, cần Tày hay chỉ t’eo đây nhiệt tình","Hỏi đường, người Tày hay chỉ rất nhiệt tình"
"Pây qua cái chợ, lẹo ngòi bên tảy dại là hăn","Đi qua cái chợ, rồi nhìn bên tay phải là thấy"
"Khi có lũ lụt, pải khoái khoái pây t’ềnh nợi slung","Khi có lũ lụt, phải nhanh chóng lên nơi cao"
"Pây thẳng t’eo, hăn cái co cưởm to lẹo dừng","Đi thẳng theo, thấy cái cây trám to thì dừng lại"
"Pi noọng lên xe, mời ổn định chỗ ngồi, xe sắp chạy","Bà con lên xe, mời ổn định chỗ ngồi, xe sắp chạy"
"Rườn khỏi dú chang cái ngõ nọi, t’eo đây khó tìm","Nhà tôi ở trong cái ngõ nhỏ, rất khó tìm"
"Pây tàng nẩy là tàng cấm, bấu đảy pây khảu","Đi đường này là đường cấm, không được đi vào"
"Chang mâm khảu, pải mời cần ké chin cón","Trong mâm cơm, phải mời người già ăn trước"
"Sau khi tan, pải phjác khẩu khoái, sle khỏi bị mốc","Sau khi gặt, phải phơi thóc nhanh, để khỏi bị mốc"
Au làng giữa hai giống khác nhau đảy roọng là lai tạo,Lấy giống giữa hai giống khác nhau được gọi là lai tạo
"Mùa xuân, pi noọng pắt p’o năm khẩu, chuẩn bị hẩư vụ mấư","Mùa xuân, bà con bắt đầu trồng lúa, chuẩn bị cho vụ mới"
Bjoóc mận phông khao tằng pù,Hoa mận nở trắng cả núi đồi
"Mu me đang có chửa, pải chăm sóc đây hẩư đẻ lai lục","Lợn mẹ đang có chửa, phải chăm sóc tốt để đẻ nhiều con"
"Tan khẩu xong, pi noọng lại chuẩn bị năm thúa đăm","Gặt lúa xong, bà con lại chuẩn bị trồng đỗ đen"
Au vài đực pây au làng hẩư tua vài me cúa bản lân cận,Dẫn trâu đực đi phối giống cho con trâu cái của làng bên cạnh
"Bâư mạy rụng hết chang mùa dên, mùa xuân lại đâm chồi","Lá cây rụng hết trong mùa đông, mùa xuân lại đâm chồi"
"Lình là loài vật thông minh, hay bắt chước t’eo cần","Khỉ là loài vật thông minh, hay bắt chước theo người"
"Mùa thu hoạch, tằng tông nà slúc vàng, đây mjạc lai","Mùa thu hoạch, cả cánh đồng chín vàng, đẹp lắm"
"Rừng mì lai co mạy quý pện lim, sến, táu","Rừng có nhiều cây gỗ quý như lim, sến, táu"
"Sau khi tan khẩu, pải phjác nà hẩư khấư, chuẩn bị vụ sau","Sau khi gặt lúa, phải phơi ruộng cho khô, chuẩn bị vụ sau"
Co chè Shan tuyết cổ thụ dú t’ềnh pù slung,Cây chè Shan tuyết cổ thụ ở trên núi cao
Mọi cần dân đều pải sống và hết fiệc t’eo Hiến pháp và pháp luật,Mọi người dân đều phải sống và làm việc theo Hiến pháp và pháp luật
"Tục lệ ăn hỏi, thách cưới cúa cần Tày vẩn đang đảy giữ gìn","Tục lệ ăn hỏi, thách cưới của người Tày vẫn đang được giữ gìn"
Tối nẩy gia đình khỏi quây quần chin bữa khảu đoàn viên,Tối nay gia đình tôi quây quần ăn bữa cơm đoàn viên
"Nâư chạu, khỏi hay tứn sớm pây tập thể dục","Buổi sáng, tôi hay dậy sớm đi tập thể dục"
Pi noọng hàng xóm tối lửa tắt đèn mì nhau,Bà con hàng xóm tối lửa tắt đèn có nhau
"Pưa cón, cần hay dùng dao pjạ bẳm hẩư chém nựa","Thuở xưa, người ta hay dùng loại dao chuôi sắt để chém thịt"
"Hò nẩy phuối tuyện ngộc ngạc, bấu ai ái tinh","Thằng này nói năng lếu láo ngốc nghếch, không ai muốn nghe"
Te cót au cái Báo đông mà hết da,Nó giữ lại quả đười ươi để làm thuốc
Nặm lìn đang luây Chồ chồ qua cái mương nọi,Nước máng đang chảy tồ tồ qua cái mương nhỏ
"Cần slẩy Bá bảy hết mốc, bấu nẳm đảy lăng","Người buồn bã rối bời cõi lòng, không nghĩ được gì"
Vài đang Bải nhả dú t’eo pạng ta,Con trâu đang nhai lại cỏ ở bên bờ sông
"Chang rườn mì lai cúa Bang bính, bấu mì lăng giá trị","Trong nhà có nhiều đồ mỏng manh, không có gì giá trị"
"Bắc bử quá, phuối lăng mà bấu chắc","Lúng búng quá, nói gì mà không biết"
"P’o pú pây t’o, au theo cả cái bjoóc ve hẩư phòng thân","Ông cụ đi đánh giặc, mang theo cả cái giỏ hoa râm bụt để phòng thân"
"Chang đông, nộc Báo léo đang bay lượn","Trong rừng, chim thiếu niên đang bay lượn"
"Co mạy bị sâu, lòn pền lai Báng to","Cây bị sâu, đục thành nhiều hốc cây to"
"Tua ngù Bên báng mà rườn, fạ sắp đăm","Con rắn chạy vội về nhà, trời sắp tối"
"Bên boóc hết cái fiệc nẩy, bấu hẩư ai chắc","Gói ghém làm việc này, không cho ai biết"
"Bi bốc là một vị thuốc nam, chin mát gan","Xương sông là một vị thuốc nam, ăn mát gan"
Con ngài đực run bỉ chang mùa sinh sản,Con ngài đực run bần bật trong mùa sinh sản
"Mác ổi Bjải bjác, bấu chin đảy lẹo","Quả ổi nát bét, không ăn được nữa"
"Đin nặm Bjùng bjùng, pền dấu hiệu cúa động đất","Đất nước sùng sục, là dấu hiệu của động đất"
Cần Bả mướng nẩy hay phuối lăng t’ăng,Người dở hơi này hay nói lung tung
"Cần dân dùng Bẳng hẩư phưa nà, chuẩn bị năm khẩu","Người dân dùng cái bừa để bừa ruộng, chuẩn bị cấy lúa"
"Nghé bắp bót hết, bấu mì hạt nào","Cái ngô bị lép hết, không có hạt nào"
"Nựa Bốt lẹo, pải pỏ pây","Thịt bị thiu rồi, phải bỏ đi"
"Cần búa bùa lai, phuối lăng bấu ai tin","Người hay nói tầm phào lắm, nói gì không ai tin"
"P’o bấu Bử p’o lặp, lẹo p’o phuối sle","Bố không bí, không lắp, rồi bố sẽ nói"
P’o pú Ca cào dú chang hang đán,Ông cụ bắt dơi ở trong hang đá
"Hò nẩy Cà khí, bấu ai ái liêu cùng","Thằng này hay cà khịa, không ai muốn chơi cùng"
"Me Cạ cứ con, hẩư pền cần đây","Mẹ bảo ban con, để thành người tốt"
"Pjạ cài coọc quá, khả lăng bấu hết","Dao ngứa ngáy quá, giết gà cũng không được"
"Cần Cải luông, pện mốc slim nọi","Người to lớn, nhưng lòng dạ hẹp hòi"
Au cái Cái mà Cái cái cấu qua ta,Lấy cái gậy mà bắc cái cầu qua sông
"Fiệc nẩy mì lai Can trở, khỏ hết lai","Việc này có nhiều cản trở, khó làm lắm"
"Cần nẩy Cảng cỏ lai quá, phuối cả vằn","Người này nói nhiều quá, nói cả ngày"
"Fiệc nẩy Cáo quán, pải cùng nhau mới hết đảy","Việc này gay go, phải cùng nhau mới làm được"
Pjạ Cát pja cài hẩư sắc,"Gạt dao, mài cài cho sắc"
"Cần Càu càu mà, khẩy sắp p’át lẹo","Người run cầm cập về, ốm sắp phát rồi"
"Cần Cay tố chắc, pện bấu slon đây","Người có lẽ biết, nhưng không học giỏi"
"Slửa Căm, nựa Cắm, là dấu hiệu cúa tang lễ","Áo đen, môi thâm, là dấu hiệu của tang lễ"
"Hò nẩy Cặn lai, bấu pải phuối vạ","Thằng này ngang bướng lắm, không nên nói với nó"
Cần Căng mà pây dú chang đông,Con vượn mang đi ở trong rừng
Pải Cắt cái slau nẩy pền tón,Phải cắt cái cột này thành đoạn
"Hò nẩy Chả lần lai, phuối lăng bấu tinh","Thằng này đờ đẫn lắm, nói gì cũng không nghe"
"P’o bấu Chai lơ, pện te bấu tinh cằm","Bố không làm ngơ, nhưng nó không nghe lời"
"Nặm Chại chườn lồng t’eo khe hin, t’iểng vang","Nước xiêu vẹo xuống theo khe đá, tiếng vang"
P’o pú Chám au cái rườn nẩy pền cúa lầu,Ông cụ chiếm giữ cái nhà này làm của mình
"Te đang Chàn vài chang pá, tìm nhả non","Nó đang bò như trâu trong rừng, tìm cỏ non"
Bjoóc phjắc phiền chao kiết vạ t’iểng lượn cúa noọng,Hoa phặc phiền giao kết với tiếng hát lượn của em
P’o slấc Pháp Cháu choi hẩư nước nhà đảy độc lập,Quân giặc Pháp được chữa chạy để nước nhà được độc lập
"Nặm chùm khảu slửa, pải au pây dẻng","Nước thấm vào áo, phải mang đi phơi"
"Tua ngù chu lồng t’eo lính đin, mất t’ăm","Con rắn trượt xuống theo dốc đất, mất tăm"
"Vài Chủ pác lồng làng muốc, chin hết","Con trâu nhúng miệng vào máng cám, ăn hết"
"Au chẻ mà khảu, chin đây hơn","Lấy cà mà chấm, ăn ngon hơn"
P’o me chèn au pổn hẩư con cháu,Cha mẹ để dành vốn cho con cháu
Te cheng vạ khỏi cái pát khẩu,Nó tranh với tôi cái bát cơm
"P’o khẩy Chếp slim, nẳm tha luây","Bố ốm đau lòng, nước mắt chảy"
Nặm Chì chỏm lồng t’eo p’o pài,Nước bì bõm chảy theo mái nhà
Tua chí nẩy pải pỉng hẩư slúc,Miếng thịt này phải nướng cho chín
Khỏi pải Chiêm ngòi tua mạ đây nhất,Tôi phải chọn ngắm con ngựa đẹp nhất
Rườn Chiên chắc hơn rườn đin,Nhà gạch không nung chắc hơn nhà đất
"Bấu Chiệt giống, dân tộc ta vẩn còn","Không tuyệt giống, dân tộc ta vẫn còn"
"Te Chiểu khỏi, pện khỏi bấu chắc","Nó xỏ lá tôi, nhưng tôi không biết"
"Hò nẩy slon chìm, bấu phuối lai","Thằng này học lỏm, không nói nhiều"
"Chìn nắc quá, sloong cần khiêng mới đảy","Chì nặng quá, hai người khiêng mới được"
"Hò nẩy Chính xằn lai, bấu phuối mjạp","Thằng này tinh thần tỉnh táo, không nói dối"
Rườn p’o au chíp phà khảu t’ây,Bố lấy gấp chăn vào túi
"Te chò lục eng, pện te bấu nín","Nó dỗ trẻ con, nhưng nó không nín"
Pải slon giữ nếp nhà Chỏ chông,Phải giữ gìn nếp nhà tổ tông
"Bjoóc p’o Choác nở, báo hiệu mùa hè mà","Hoa gạo nở, báo hiệu mùa hè đến"
Cần ChoảI cái mạy hẩư sliểm,Người vát cái cây cho nhọn
"Te choan đảy lai chèn, pện bấu vùi","Nó lãi được nhiều tiền, nhưng không vui"
"P’o slấc Choán khảu pá, bấu hăn lẹo","Quân giặc chui rúc vào rừng, không thấy nữa"
Slưa choang pắt tua vài,Hổ chồm bắt con trâu
"Nặm keng Choáng lai, pải thêm cưa","Nước canh nhạt lắm, phải thêm muối"
Au Choóc nặm lẩu mà mời khéc,Lấy chén nước rượu mà mời khách
Te choi lục hạc hết bài tập,Nó giúp học trò làm bài tập
Lồm chỏi làm tha bấu mở đảy,Gió chiếu làm mắt không mở được
P’o me chóm lục eng bằng t’iểng hát,Bố mẹ ru con bằng tiếng hát
Au cái Chon mà lam mùng rườn,Lấy cái rui mà làm mái nhà
"Nu chòn khảu hòm, pắt bấu đảy","Chuột chui vào hòm, bắt không được"
"Tha Chon lai, ngòi bấu đây","Mắt lồi lắm, nhìn không đẹp"
Lục chỏn hay pin mạy,Con sóc hay trèo cây
T’iểng Choong vang khắp bản mường,Tiếng trống vang khắp bản mường
T’ềnh Choòng mì lai mòn ăn đây,Trên bàn có nhiều món ăn ngon
Au khẩu khảu Choỏng mà tăm,Cho gạo vào cối mà giã
Cần dân dùng Choóng hẩư pây háp nặm,Người dân dùng hòm nhỏ để đi gánh nước
P’o pú đang làm cái Choọng hẩư vài,Ông cụ đang làm cái thòng lọng cho trâu
"Cốm chin vạ Chóp đông, chin đây lai","Cơm ăn với nấm rừng, ăn ngon lắm"
"Bấu pải chọt cằm, pải phuối chăn","Không được hụt lời, phải nói thật"
"P’o pú Chốc chác, bấu slon đảy","Ông cụ bỗ bã, không dạy được"
Cái Chộc nẩy tăm khẩu khoái,Cái cối giã này giã gạo nhanh
Te đang Chồm ngòi cái rườn mấư,Nó đang xem ngắm cái nhà mới
"Slấc Chổm khảu bản, cướp au cúa cải","Giặc vồ vào làng, cướp lấy của cải"
"Dú t’ềnh Chông pù, lồm thổi mát","Ở trên đỉnh núi, gió thổi mát"
"Hò nẩy Chột khớp, pây bấu đảy","Thằng này trật khớp, đi không được"
"Te Chởm khỏi, pện khỏi bấu tức","Nó nói kháy tôi, nhưng tôi không tức"
Cần Chủ khỏi là bộ đội Cụ Hồ,Chú tôi là bộ đội Cụ Hồ
Cái Chú fầy nẩy au pây thổi fầy,Cái ống thổi lửa này mang đi thổi lửa
"Pjạ Chú lai, bấu sắc lẹo","Dao cùn lắm, không sắc nữa"
Pụt Chua là di tích lịch sử,Phật chùa là di tích lịch sử
Co mạy chủa mì lai quả,Cây chủ có nhiều quả
"Pải chin chúc, bấu hẩư thiếu","Phải ăn đủ, không để thiếu"
Sloong cần chục đang pây háng,Hai chục người đang đi chợ
"Pác Hồ là tấm gương Đan thân vì nước, vì dân","Bác Hồ là tấm gương độc thân vì nước, vì dân"
Cần dân dùng Đạn sla hẩư chống slấc,Người dân dùng đạn ghém để chống giặc
Tua Đang cài cúa khỏi pền màu khao,Con trâu của tôi có chửa màu trắng
"P’o pú Đảng đướt lai, pải chin da hạ sốt","Ông cụ bị cảm sốt nhiều, phải uống thuốc hạ sốt"
Ca Đáng hay bay t’eo đàn,Quạ khoang hay bay theo đàn
"Cần Đao hết cả người, pải au thuốc bôi","Người bị phồng gió hết cả người, phải lấy thuốc bôi"
"Mác ổi Đáo rum pền, chin van lai","Quả ổi ửng hồng rồi, ăn ngọt lắm"
Dân quân au Đáp pây t’o vạ slấc,Dân quân lấy kiếm đi đánh với giặc
"Bjoóc mận Đát đát khửn, báo hiệu mùa xuân","Hoa mận vung vẩy nở, báo hiệu mùa xuân"
"Cần dân Đảy váng, pây háng mua lai cúa","Người dân được rỗi, đi chợ mua nhiều đồ"
"Te Đắc đỉ len mà, bấu mì ai hăn","Nó lặng lẽ chạy về, không có ai thấy"
"Nặm Đặc lai, pải thêm nặm cắt","Nước đặc lắm, phải thêm nước lã"
"Hò nẩy Dày quá, bấu hết fiệc đảy","Thằng này yếu quá, không làm việc được"
Te đang Dặc déng khảu rườn,Nó đang kiễng chân vào nhà
Me Dằm nựa mu hẩư chin bữa tối,Mẹ ướp thịt lợn để ăn bữa tối
"Lục Dặn lẩu, po me bấu vùi","Con nghiện rượu, bố mẹ không vui"
"Te Dặng dộc ngòi khỏi, bấu phuối","Nó đứng sừng sững nhìn tôi, không nói"
"Bjoóc Dẩu phông đây, thom lai","Hoa dấu nở đẹp, thơm lắm"
P’o pú đang Dẻng thuốc lao t’ềnh sàn,Ông cụ đang phơi thuốc lào trên sàn
Co mạy Déng nẩy au pây t’ắm slửa,Cây manh này mang đi dệt áo
"Lục eng Dích doóc pi, bấu đây","Trẻ con trêu ghẹo chị, không tốt"
"Cần nẩy Diếu hết rại, bấu pải liêu cùng","Người này cố tình làm xấu, không nên chơi cùng"
Vài đang Doai khẩu khảu rườn,Trâu đang xúc thóc vào nhà
Te pây liêu doài hết cả vằn,Nó đi chơi rũ rượi hết cả ngày
P’o pú đang Doi cái pì chang lọ,Ông cụ đang xúc mỡ trong lọ
Fiệc nẩy pải hết Dòi doọc mới xong,Việc này phải làm quần quật mới xong
P’o pác Dom au chèn hẩư lục,Bố dành dụm tiền cho con
Cần dân đang Dỏm nà chang mùa xuân,Người dân đang cấy dặm ruộng trong mùa xuân
"Te Dón au lai chèn, pện bấu vùi","Nó bớt lại nhiều tiền, nhưng không vui"
Lục eng dú bươn slam bươn,Trẻ con ở cữ ba tháng
Mác khẩu Duây khảu t’ây,Gạo chảy vào túi
P’o pú Dung dang chang hội,Ông cụ vui vẻ trong hội
Mác dùng đang múa chang sluôn,Quả công đang múa trong vườn
Hò nẩy duộc nèm cần rại,Thằng này lần theo người xấu
Lục đang Dụp slửa khảu pừn chàm,Con đang nhúng áo vào chậu chàm
Nặm Dựt dựt t’eo lồng t’eo khe,Nước ròng ròng chảy xuống theo khe
"Mùa hạ, cần hay áp sông hẩư mát","Mùa hạ, người ta hay tắm sông cho mát"
P’o me An tâm khi lục slon đây,Bố mẹ yên tâm khi con học giỏi
Te án khẩu chang dảo bấu đo,Nó đếm thóc trong vựa không hết
Cần Ai là dân tộc anh em cúa cần Tày,Người Giáy là dân tộc anh em của người Tày
Khỏi Am p’o cằm nẩy,Tôi nhão lòng vì câu này
Lục slao đang ảng cái slửa mấư,Cô gái đang khoe cái áo mới
"Cần nẩy ảo màn, bấu lao lăng","Người này liều, không sợ gì"
Bjoóc Bao là một vị thuốc nam,Hoa dọc là một vị thuốc nam
"Hò nẩy phuối Bạch ngạch, bấu tin đảy","Thằng này nói lếu láo, không tin được"
"Hết fiệc Bàn nhái, bấu bao giờ xong","Làm việc bàn lùi, không bao giờ xong"
Cần Bả slâư hay phuối lăng t’ăng,Người dại dột hay nói lung tung
Nặm Bjằng bjằng lồng t’eo khe,Nước rầm rầm chảy xuống theo khe
P’o pú đang Bjắt cái tậu vai,Ông cụ đang uốn cây gậy mây song
P’o pác Bjể cái pản hẩư khỏi,Bố bóc cái ván cho tôi
Nộc Bjoóc coi đang hót chang sluôn,Chim hoa hồng đang hót trong vườn
Co mạy bjoóc ve mì bjoóc đeng,Cây hoa râm bụt có hoa đỏ
P’o me Bộp bạp phuối lăng?,Bố mẹ bỗ bã nói gì?
Cần dân pải Bốt chàm hẩư đảy slí cân,Người dân phải ngâm ủ chàm để được bốn cân
Cần Bú đang au khảu rườn,Người mang bẫy đang vào nhà
Dú chang ao mì lai Bủng mọc,Ở trong ao có nhiều dây bìm bìm mọc
"Mác Buốt bâư, chin đây hơn","Quả mọc lá, ăn ngon hơn"
Hò nẩy đang Bử p’o cằm khỏi,Thằng này đang lắp bắp lời tôi
