tay,viet
Té rì,trường kỉ
Náp,gan
Nép,gan
Slép,gan
Nép,gắp
Slép,gắp
Náp,đánh thành gắp
Nép,đánh thành gắp
Slép,đánh thành gắp
Náp,kẹp
Nép,kẹp
Slép,kẹp
án,bấm
án,đếm
án mò mẹ,tính nhẩm
tặp mò mẹ ngòi Lồng mừ đảy kỉ lai chèn,tính nhẩm xem bán được bao nhiêu tiền
tặp mò mẹ ngòi Xo tầu đảy kỉ lai chèn,tính nhẩm xem bán được bao nhiêu tiền
án tay,ân cần
Tam tó,đặt
Tam tó,bịa đặt
Mền táng tặt pền tuyện,nó tự bịa chuyện
Tam tó chao,"đặt ra, sáng tạo ra"
Tam tó châư,tắt thở
Phủ,đực
Choát,trận
Fặn tận,đánh trận
Fặn lỉn tận,đánh trận
Luậy tận,đánh trận
Bộ đội tức tận Tậc Thông,bộ đội đánh trận Phủ Thông
Choát,trớ
Choát,nôn
Chin A ím tằng tận lẹo,ăn no đến mức nôn ra
Chin Ngản tằng tận lẹo,ăn no đến mức nôn ra
Choát,quay lại
Bặp noòng bấu khảm ta đảy cần pây háng tận tẻo mà,"nước lũ, người đi chợ không sang sông được quay trở lại"
Choát,trào
mỏ Khảu phật nặm tận oóc noọc,nồi cơm sôi nước trào ra ngoài
mỏ khẩu phật nặm tận Lồng noọc,nồi cơm sôi nước trào ra ngoài
mỏ khẩu phật nặm tận Mà noọc,nồi cơm sôi nước trào ra ngoài
chíp,gập
tập bâu chỉa hết tua Diết,gập tờ giấy làm con én
chíp,gấp
Chàu lai slíp tập,có nhiều gấp mười lần
chíp éo,gấp khúc
Tập Tập éo,gấp khúc
chíp éo,ngoặt
Tập Tập éo,ngoặt
Khái tàng tập éo,chặng đường ngoặt
Không tàng tập éo,chặng đường ngoặt
Boỏng tàng tập Tập éo,chặng đường ngoặt
chíp tọi,lả
chíp tọi,rũ rượi
chíp tọi,"héo, ủng"
Công,bục
Fặt,bục
Fụt,bục
Tản,bục
Tức,bục
Nam quà Châng khóa tật,gai móc ống quần bục
Công,vỡ
Fặt,vỡ
Fụt,vỡ
Tản,vỡ
Tức,vỡ
Đẳn nà tật,bờ ruộng bị vỡ
Công,bật
Fặt,bật
Fụt,bật
Tản,bật
Tức,bật
Công tạt,"bục vỡ, rách nát"
Fặt tạt,"bục vỡ, rách nát"
Fụt tạt,"bục vỡ, rách nát"
Tản tạt,"bục vỡ, rách nát"
Tức tạt,"bục vỡ, rách nát"
Hết Mòi,nối
Tam,nối
Hết Mòi,làm mối
Tam,làm mối
Hết Mòi tính,chắp nối
Tam tính,chắp nối
Hết Mòi tính,ngỏ ý
Tam tính,ngỏ ý
tâu tính Lồng mừ vài,ngỏ ý bán trâu
tâu tính Xo tầu vài,ngỏ ý bán trâu
Kháp,đầu
Khốp,đầu
Fạt tầu,đứng đầu
Hấy tầu,đứng đầu
Slan tầu,đứng đầu
Tức tầu,đứng đầu
Kháp,tướng
Khốp,tướng
Kháp,chúa
Khốp,chúa
Nhình tầu mèng thương,ong chúa
Kháp đú,"lúc đầu, trước hết"
Khốp đú,"lúc đầu, trước hết"
Hết Mòi tro,tro
Tam tro,tro
Hết Mòi lình,tro nóng
Tam lình,tro nóng
Hết Mòi quầy,rêu
Tam quầy,rêu
Ngáo,cái bầu nậm
Bặp lai tẩu khẩu lai pèo,nước rót vào bầu nậm
Nặm lai tẩu Khảu lai pèo,nước rót vào bầu nậm
Ngáo lao,tẩu thuốc lá
Tẩu dau lo,tẩu thuốc lá
Tẩu Kì,tẩu thuốc lá
chỉm,rùa
khạc,rùa
Thót,rùa
khạc,nhổ
cụn,cái mề
Màn,cái mề
cụn,chai
Màn,chai
Căm tứn tâư,tay lên chai
Fài tứn tâư,tay lên chai
nham tứn tâư,tay lên chai
Pẳn tứn tâư,tay lên chai
cụn tứt,dày cộp
Màn tứt,dày cộp
cụn tứt,"dày, dạn"
Màn tứt,"dày, dạn"
Kháp,đâu
Khốp,đâu
Noọng a chắc tầu,em biết đâu
Noọng slao chắc tầu,em biết đâu
Kháp,nào
Khốp,nào
Kháp,trúng
Khốp,trúng
Đít tầu,bắn trúng
Kháp,bị
Khốp,bị
tầu nam chộc Châng,bị gai đâm vào chân
Cò Màn khoang lẹ tầu piên,bướng quá thì bị đòn
Ngáo,dưới
Ngáo,gầm
Ngáo cai,dưới hiên nhà
Ngáo cai,"gầm nhà, sân"
Ngáo đin,"dưới đất, âm phủ"
Ngáo fạ,"thế gian, thiên hạ"
Ngáo keo,"dưới xuôi, miền xuôi"
Ngáo lang,"dưới nhà, gầm nhà sàn"
Ngáo nưa,trên dưới
tẩu nưa Mơl căn hết fiệc,trên dưới hô hào nhau làm việc
tẩu nưa Nai căn hết fiệc,trên dưới hô hào nhau làm việc
tẩu nưa Slắng căn hết fiệc,trên dưới hô hào nhau làm việc
tẩu nưa xỉnh căn hết fiệc,trên dưới hô hào nhau làm việc
pạng Tủi,phương tây
pạng tòi,phương tây
Tủi cái phải nháng,đẫy vải thô
tòi cái phải nháng,đẫy vải thô
Hẩu cạ thông mác khấy lầu cạ tây cái kim ngần,người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng
Nè cạ thông mác khấy lầu cạ tây cái kim ngần,người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng
Tầu cạ thông mác khấy lầu cạ tây cái kim ngần,người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng
Hâu cạ thông mác khấy lầu cạ Tủi cái kim ngần,người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng
Hâu cạ thông mác khấy lầu cạ tòi cái kim ngần,người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng
Tây Tập éo,ruột tượng
Tù tầy,lợn đực giống
Mền,nó
Khen kha tẹ pây nòn chả,tôi thì đi ngủ thôi
Tam tó bôm khẩu tẻ,bày mâm cỗ tế lễ
Tặt bôm Khảu tẻ,bày mâm cỗ tế lễ
Tắng,"đón, chặn"
Tắng,chờ
tem kê Khảu tin hẩu phiêng,kê chân cho bằng
tẻm dau lo,châm thuốc
tẻm Kì,châm thuốc
tẹm phjác Khảu,cót phơi thóc
Fạt vai rèo tèn,làm hỏng phải đền
Hấy vai rèo tèn,làm hỏng phải đền
Slan vai rèo tèn,làm hỏng phải đền
Tức vai rèo tèn,làm hỏng phải đền
Pắn,bện
Sliêu,bện
Teo,bện
Viến,bện
Pắn,đánh
Sliêu,đánh
Teo,đánh
Viến,đánh
Pắn,khuấy
Sliêu,khuấy
Teo,khuấy
Viến,khuấy
Pắn,quay
To,chực
téng Đút,chực ăn
To,cài
To,hứng
To tẻ,loăng quăng
cop,"lại, trở lại"
Nả,"lại, trở lại"
Tò,"lại, trở lại"
Càm pây teo teo,đi đi lại lại
Khúy pây teo teo,đi đi lại lại
Lá pây teo teo,đi đi lại lại
Nè pây teo teo,đi đi lại lại
Nung pây teo teo,đi đi lại lại
cop,quay
Nả,quay
Tò,quay
Hâu bấu tốc bả mầu,tôi không mắc lừa anh
Tốc Đạ,"sớm hơn, nhanh hơn"
po tốc Đạ cón po hình,ai sớm hơn người đó thắng
po tốc cón Đạ po hình,ai sớm hơn người đó thắng
Tốc Dỏn,giật mình
Tốc Tốc doan,giật mình
Khen kha mà tốc đăm,tôi về nhà lúc trời tối
Nhình đếch tốc fạc lúc chết giờ,đứa bé chào đời lúc bảy giờ
Tốc hang keng,sau cùng
Y noi then hăn tốc khuây bấu chắc mưa,nghe hát then bị say mê lúc nào không biết
Mền mà tốc lăng,nó đến sau
pang nả tốc mèng,mặt tàn nhang
Bặng khẩy tốc nắc,bị ốm quá nặng
Pện khẩy tốc nắc,bị ốm quá nặng
Tồng giống khẩy tốc nắc,bị ốm quá nặng
rườn chài dú tốc nưa rườn Noọng a,nhà anh ở phía trên nhà em
rườn chài dú tốc nưa rườn Noọng slao,nhà anh ở phía trên nhà em
Chin A tốc pjoong le pây,ăn nửa chừng thì đi
Chin tốc pjoong chen pây,ăn nửa chừng thì đi
Chin tốc pjoong Lưa pây,ăn nửa chừng thì đi
Chin tốc pjoong lé pây,ăn nửa chừng thì đi
Mền lao tốc sloé,nó sợ hãi hùng
Te dau lo tốc sloé,nó sợ hãi hùng
Te Kì tốc sloé,nó sợ hãi hùng
Mưn nà tốc thắn,cánh đồng bậc thang
Toòng nà tốc thắn,cánh đồng bậc thang
Khang,tặc
Khang,giật
Khang,xòe
Khang éc,"thái quá, thô bạo"
hang keng phjắc au cưa lồng tộc éc,rau xào cho muối nhiều thái quá
hang phjắc au Chái lồng tộc éc,rau xào cho muối nhiều thái quá
hang phjắc au Tuôn lồng tộc éc,rau xào cho muối nhiều thái quá
Fạt tộc éc,làm thô bạo
Hấy tộc éc,làm thô bạo
Slan tộc éc,làm thô bạo
Tức tộc éc,làm thô bạo
Khang éc,dỗi
Khang rèng,sức khỏe
Khang rèng,công sức
Pà,pja tôi
Pà,đôi
Lai,đổi
Thẻ,đổi
Thoóc,đổi
tối chèn chen,đổi tiền lẻ
tối chèn Lưa,đổi tiền lẻ
tối chèn le,đổi tiền lẻ
Lai,thay
Lai táp,truyền
Thẻ táp,truyền
Thoóc táp,truyền
Lai táp,thay đổi
Thẻ táp,thay đổi
Thoóc táp,thay đổi
nghé rườn nẩy tối táp quá kỉ tơi Chẩu,ngôi nhà này thay đổi mấy đời chủ
tội Nưa hua,đội trên đầu
tội Tềnh hua,đội trên đầu
tội tềng Chạu,đội trên đầu
Bặng tội,"nên tội, bị tội"
Pện tội,"nên tội, bị tội"
Tồng giống tội,"nên tội, bị tội"
Đin,đất
Đin ấc ma,"đất sét trắng, đất cao lanh"
Phú ấc ma,"đất sét trắng, đất cao lanh"
Đin bông,đất xốp
Phú bông,đất xốp
Đin đăm,đất đen
Phú đăm,đất đen
Đin đeng,"đất đỏ, đất sét"
Phú đeng,"đất đỏ, đất sét"
Đin mục,đất bụi
Đin ra,đất bùn
Phú ra,đất bùn
Chắc,nấu
Cồm,nấu
Pjên,nấu
Chắc,luộc
Cồm,luộc
Pjên,luộc
tổm kẻ,sắc thuốc
Điểu phá,phá
Đính phá,phá
Hỉa phá,phá
Lộm phá,phá
Táo phá,phá
Thoóc phá,phá
Điểu đang,sẩy thai
Đính đang,sẩy thai
Hỉa đang,sẩy thai
Lộm đang,sẩy thai
Táo đang,sẩy thai
Thoóc đang,sẩy thai
Điểu tác,"đổ nát, tan tành"
Đính tác,"đổ nát, tan tành"
Hỉa tác,"đổ nát, tan tành"
Lộm tác,"đổ nát, tan tành"
Táo tác,"đổ nát, tan tành"
Thoóc tác,"đổ nát, tan tành"
Nhìn cần tồn,nghe người ta đồn
Boong tồn pi nẩy bjoóc tào khai bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn Pi nẩy bjoóc tào khai bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn khuốp nẩy bjoóc tào khai bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn pi nẩy bjoóc tào Lồng mừ bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn pi nẩy bjoóc tào Xo tầu bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn pi nẩy bjoóc tào khai Bắt,nghe người ta đồn rằng năm nay hoa đào đắt giá
Cần tồn pi nẩy bjoóc tào khai Pèng,nghe người ta đồn rằng năm nay hoa đào đắt giá
Mưn bá,chông bá
Toòng bá,chông bá
Mưn can,mùa đông khô ráo
Toòng can,mùa đông khô ráo
Mưn cạy,trông cậy
Toòng cạy,trông cậy
Mưn chí,đông chí
Toòng chí,đông chí
Fạt tồng,làm bạn thân
Hấy tồng,làm bạn thân
Slan tồng,làm bạn thân
Tức tồng,làm bạn thân
Pậu giống,giống
pang nả lục tồng giống nả mẹ,mặt con giống mặt mẹ
Pậu giống,như
Pậu cạ,ví như
Slao báo rập riều tồng cạ Bắt tom bjoóc bươn xuân,gái trai dập dìu như là bướm vờn hoa mùa xuân
Slao báo rập riều tồng cạ Ngằn tom bjoóc bươn xuân,gái trai dập dìu như là bướm vờn hoa mùa xuân
Càm tông,đi làm đồng
Khúy tông,đi làm đồng
Lá tông,đi làm đồng
Nè tông,đi làm đồng
Nung tông,đi làm đồng
tổng Khảu,đống lúa
chíp,vỗ
chíp,gõ
chíp,chép
Chua,đời
Tơi Cáu,đời xưa
tuyện tơi Cáu,"truyện đời xưa, truyện cổ tích"
bí tu,mở cửa
Khang tu,mở cửa
Nhình của,con vật
Điêng,đuốc
Điêng,soi
tui mèo Đút lặc,đánh mèo ăn vụng
Cáng mạy tùm Chạu,cành cây vướng đầu
Tằng pài rườn tùm căn,mái nhà chạm nhau
cáy Chang tủm tò tót,gà trong lồng mổ nhau
cáy Đâng tủm tò tót,gà trong lồng mổ nhau
cáy Slâu tủm tò tót,gà trong lồng mổ nhau
cáy Tung tủm tò tót,gà trong lồng mổ nhau
Neo hai,nhú
Neo hai,lộc nhung
Neo hai,ỉa đùn
Neo hai,đái dầm
Chang,trong
Càm tủng tàng,đi cùng đường bị vấp
Khúy tủng tàng,đi cùng đường bị vấp
Lá tủng tàng,đi cùng đường bị vấp
Nè tủng tàng,đi cùng đường bị vấp
Nung tủng tàng,đi cùng đường bị vấp
khoen túng toáng Hang mạy,treo lủng lẳng trên ngọn cây
khoen túng toáng Lả mạy,treo lủng lẳng trên ngọn cây
Càm túng toáng,đi lang thang
Khúy túng toáng,đi lang thang
Lá túng toáng,đi lang thang
Nè túng toáng,đi lang thang
Nung túng toáng,đi lang thang
chí,đuổi
Tẹp,đuổi
tuổi Lồng noọc hội,đuổi ra ngoài hội
tuổi Mà noọc hội,đuổi ra ngoài hội
Boóng,vũng
Rọi,vũng
Toáng,vũng
Boóng,quai
Rọi,quai
Toáng,quai
Boóng,xâu
Rọi,xâu
Toáng,xâu
Khai tuột,bán buôn
Lồng mừ tuột,"bán buôn, bán đổ đồng"
Xo tầu tuột,"bán buôn, bán đổ đồng"
Lúp,cụp
Pặp,cụp
Cổn túp,tai cụp
Tăm,đánh
Tăm nặm chếp thâng pja tụp ma chếp thâng chủa,"đánh nước đau đến cá, đánh chó đau đến chủ"
Tụp nặm chếp thâng pja tụp ma chếp thâng Chẩu,"đánh nước đau đến cá, đánh chó đau đến chủ"
Tăm,đấm
Tăm con,đánh đập
tuyện tơi Cáu,truyện cổ tích
Num,nhừ
Cọn hẩu Cảng tư,đánh cho nhừ xương
Cọn hẩu Đúc tư,đánh cho nhừ xương
Ngâư,im
Ngâư,ngẩn
Mền dặng từ lúc nâng,nó đứng ngẩn người một lúc
Chư,từ
Fặn,đánh
Fặn lỉn,đánh
Luậy,đánh
Fặn,làm
Fặn lỉn,làm
Luậy,làm
Fặn,đẽo
Fặn lỉn,đẽo
Luậy,đẽo
Fặn,câu
Fặn lỉn,câu
Luậy,câu
Fặn,bả
Fặn lỉn,bả
Luậy,bả
tức kẻ,đánh bả
Fặn,bón
Fặn lỉn,bón
Luậy,bón
Fặn,bỏ
Fặn lỉn,bỏ
Luậy,bỏ
Fặn,bật
Fặn lỉn,bật
Luậy,bật
Fặn,tra
Fặn lỉn,tra
Luậy,tra
Luậy,chơi
Fặn tẻng,"đấu đá, vòi vĩnh"
Fặn lỉn tẻng,"đấu đá, vòi vĩnh"
Luậy tẻng,"đấu đá, vòi vĩnh"
hơn noọng tức tẻng căn,anh em đấu đá nhau
Lai noọng tức tẻng căn,anh em đấu đá nhau
Pả noọng tức tẻng căn,anh em đấu đá nhau
Pi Noọng a tức tẻng căn,anh em đấu đá nhau
Pi Noọng slao tức tẻng căn,anh em đấu đá nhau
Fặn thấu,săn bắn
Fặn lỉn thấu,săn bắn
Luậy thấu,săn bắn
Bôn roọng từn từn,sấm nổ ầm ầm
Mạy phấy tắc mạy tứn lun,cây gẫy cây mọc chồi
Căm tứn tâư,tay mọc chai
Fài tứn tâư,tay mọc chai
nham tứn tâư,tay mọc chai
Pẳn tứn tâư,tay mọc chai
Căm tứn póp,tay phồng rộp
Fài tứn póp,tay phồng rộp
nham tứn póp,tay phồng rộp
Pẳn tứn póp,tay phồng rộp
Đảy tó dặng,"đứng dậy, nổi dậy"
Fù dặng,"đứng dậy, nổi dậy"
Đảy tó đang,khởi hành
Fù đang,khởi hành
Đảy tó đang,ra đi
Fù đang,ra đi
tứn đang pây xa Đút,ra đi kiếm ăn
Đảy tó hua,"dẫn đầu, khởi đầu"
Fù hua,"dẫn đầu, khởi đầu"
Tứn Chạu,"dẫn đầu, khởi đầu"
Đảy tó kha,khởi hành
Fù kha,khởi hành
Tứn Châng,khởi hành
Me lùa tứn mà hung khẩu hang,nàng dâu thức dậy nấu nướng
Me lùa tứn mà hung hang keng,nàng dâu thức dậy nấu nướng
Y noi cần phuối tuyện slưa lục đếch nựa tứn to,"nghe người ta nói chuyện hổ, trẻ con nổi gai ốc"
Pày,từng
Tặp tứng cần,đếm từng người
Náy,tưới
Bặp van tượn,nước ngọt lợ
Nặm Đây tượn,nước ngọt lợ
Nặm Mjạc tượn,nước ngọt lợ
Tầu,tướng
Chin A tua tưởng,ăn con tướng
Boong tỉ hết tưởng,người ấy làm tướng
Cảng ủ ê,xương đau ê ẩm
Đúc ủ ê,xương đau ê ẩm
Bôn đét ún,trời nắng ấm
Hảng slửa ún,mặc áo ấm
Tải slửa ún,mặc áo ấm
Thư slửa ún,mặc áo ấm
Dẻng ún,trán nóng
Mự xuân ún on,ngày xuân ấm áp
Nâư xuân ún on,ngày xuân ấm áp
Vằn xuân ún on,ngày xuân ấm áp
Mạy phấy phấy che nặm mên úng,tre ngâm nước mùi thối
Mạy phấy che phon nặm mên úng,tre ngâm nước mùi thối
Mạy phấy Má phon nặm mên úng,tre ngâm nước mùi thối
ẹc,bẩn
Căm uối,tay bẩn
Fài uối,tay bẩn
nham uối,tay bẩn
Pẳn uối,tay bẩn
Măng,"uốn, nắn"
Mậu,"uốn, nắn"
Măng,"dạy, rèn"
Mậu,"dạy, rèn"
Măng,mập
Măng ẻo,uốn éo
Mậu ẻo,uốn éo
Uổn Khoáy,uốn éo
Uổn Nảu,uốn éo
Uổn Nhẳn,uốn éo
Uổn Pat,uốn éo
Uổn Pẳn,uốn éo
Măng ẻo,vặn
Mậu ẻo,vặn
Uổn Khoáy,vặn
Uổn Nảu,vặn
Uổn Nhẳn,vặn
Uổn Pat,vặn
Uổn Pẳn,vặn
uổn Khoáy đang,vặn mình
uổn Nảu đang,vặn mình
uổn Nhẳn đang,vặn mình
uổn Pat đang,vặn mình
uổn Pẳn đang,vặn mình
Măng ẻo,ngoằn ngoèo
Mậu ẻo,ngoằn ngoèo
Uổn Khoáy,ngoằn ngoèo
Uổn Nảu,ngoằn ngoèo
Uổn Nhẳn,ngoằn ngoèo
Uổn Pat,ngoằn ngoèo
Uổn Pẳn,ngoằn ngoèo
Tàng lính uổn Khoáy,đường dốc ngoằn ngoèo
Tàng lính uổn Nảu,đường dốc ngoằn ngoèo
Tàng lính uổn Nhẳn,đường dốc ngoằn ngoèo
Tàng lính uổn Pat,đường dốc ngoằn ngoèo
Tàng lính uổn Pẳn,đường dốc ngoằn ngoèo
Măng múp,mập mạp
Mậu múp,mập mạp
Xo,bệnh gan bàn chân bị nhiễm trùng
Xo,nước ăn chân
cop,quay lại
Nả,quay lại
Tò,quay lại
cop,lượt
Nả,lượt
Tò,lượt
Doát,"cái, chiếc"
Đít,"cái, chiếc"
Pạt,"cái, chiếc"
Tẻ,"cái, chiếc"
Thiếu,"cái, chiếc"
Doát,mũi
Đít,mũi
Pạt,mũi
Tẻ,mũi
Thiếu,mũi
Doát,sợi
Đít,sợi
Pạt,sợi
Tẻ,sợi
Thiếu,sợi
Pạt,nhảy
tèo khảm Châng mương,nhảy qua con mương
Doát tọt,nhảy nhót
Đít tọt,nhảy nhót
Pạt tọt,nhảy nhót
Tẻ tọt,nhảy nhót
Thiếu tọt,nhảy nhót
Pjết,khố
Tả,khố
Tức,khố
Pjết,bỏ
Tả,bỏ
Tức,bỏ
Nèm,đuổi
Rèo,đuổi
Nèm,theo
chí phai,"tống, đuổi"
Nèm phai,"tống, đuổi"
Rèo phai,"tống, đuổi"
tẹp phai Lồng khói tu,tống ra khỏi cửa
tẹp phai Mà khói tu,tống ra khỏi cửa
pè,đầy
Thuổm,đầy
Slổ tển,đoản thọ
Bẳng khóa tển nhít,cái quần ngắn ngủn
Ca khóa tển nhít,cái quần ngắn ngủn
Cái khóa tển nhít,cái quần ngắn ngủn
Chựa khóa tển nhít,cái quần ngắn ngủn
Lằm khóa tển nhít,cái quần ngắn ngủn
me khóa tển nhít,cái quần ngắn ngủn
Ngấư khóa tển nhít,cái quần ngắn ngủn
Nghé khóa tển nhít,cái quần ngắn ngủn
Slảu khóa tển nhít,cái quần ngắn ngủn
Bươn lạp Mự tển nhít,tháng chạp ngày ngắn ngủi
Bươn lạp Nâư tển nhít,tháng chạp ngày ngắn ngủi
Bươn lạp Vằn tển nhít,tháng chạp ngày ngắn ngủi
Nưa,trên
Pjằng bên tềnh phạ,diều bay trên trời
ắm,"đấm, thụi"
ắm,nhét
tệnh khảu Tủi,nhét vào túi
tệnh khảu tòi,nhét vào túi
ắm,chen
tệnh khảu Chang pây năng,chen vào giữa mà ngồi
tệnh khảu Đâng pây năng,chen vào giữa mà ngồi
tệnh khảu Slâu pây năng,chen vào giữa mà ngồi
tệnh khảu Tung pây năng,chen vào giữa mà ngồi
Bjoóc,mắt
Lài,mắt
Bjoóc,"mấu, mắt"
Lài,"mấu, mắt"
Bjoóc,hoa
Lài,hoa
tha Chăng,hoa mặt cân
Bjoóc bay,mắt sắc
Lài bay,mắt sắc
Bjoóc chó,tha quác
Lài chó,tha quác
Tha mon,tha quác
Bjoóc lương,vàng mắt
Lài lương,vàng mắt
Bjoóc mjạp,chớp mắt
Lài mjạp,chớp mắt
Bjoóc nả,mặt mũi
Lài nả,mặt mũi
Bjoóc nả,"danh dự, vinh dự"
Lài nả,"danh dự, vinh dự"
hơn mà hết tha nả hẩu khỏi,bác đến làm vinh dự cho tôi
Lai mà hết tha nả hẩu khỏi,bác đến làm vinh dự cho tôi
Pi mà hết tha nả hẩu khỏi,bác đến làm vinh dự cho tôi
Bjoóc nựa,nước da
Lài nựa,nước da
Bjoóc pu,mắt cá chân
Lài pu,mắt cá chân
Bjoóc quác,mắt cáo
Lài quác,mắt cáo
Bjoóc toọc,mắt chột
Lài toọc,mắt chột
Bjoóc vằn,mặt trời
Lài vằn,mặt trời
Tha Mự,mặt trời
Tha Nâư,mặt trời
Tha Vằn,mặt trời
tha Mự khửn nhọt khau,mặt trời lên đỉnh núi
tha Nâư khửn nhọt khau,mặt trời lên đỉnh núi
tha Vằn khửn nhọt khau,mặt trời lên đỉnh núi
Nỉnh nàng,thà rằng
Chực,đợi
Boong tó thá,người cùng lứa
Khen kha tằng te lẹ cần pan thá,tôi với nó là người cùng lứa
thá Cáu,lớp người già
Po Lồng thai chạu,bố chết sớm
Po Mà thai chạu,bố chết sớm
Mạy phấy phấy thai khuy,tre chết lụi
Thai Diết lăng,chết
Boong ké thai ngun,người cao tuổi chết già
Cần Cáu thai ngun,người cao tuổi chết già
Thai Đây,"chết oan, bị oan"
Thai Mjạc,"chết oan, bị oan"
Tham Boong,"tham lam, lòng tham"
Tham Mốc,"tham lam, lòng tham"
Tham Pầu,"tham lam, lòng tham"
Tham Slim,"tham lam, lòng tham"
Mác,bệnh sởi
chỉnh thán,mỏ than
Cặt,"canh, nước dùng"
Rặt,"canh, nước dùng"
Bặp thang pủn,nước canh bún
Cặt,người đã chết
Rặt,người đã chết
thang Dé slắng boong lầu,bác lúc còn sống dặn chúng ta
thang Lùng slắng boong lầu,bác lúc còn sống dặn chúng ta
Cặt,vuốt
Rặt,vuốt
Rặt,chặt
kha phai nẩy thàng nặm bấu quá,cái đập này không chịu nổi sức nước đâu
tháng đuây,hoành
tháng đuây,bậc thang
Đá,chửi
Phá,đúc
Quẩy,đúc
Tốm phá,đúc
Xoán,đúc
Phá,nôn
Quẩy,nôn
Tốm phá,nôn
Xoán,nôn
Quẩy,phá
Phá lượt,thổ huyết
Quẩy lượt,thổ huyết
Tốm phá lượt,thổ huyết
Xoán lượt,thổ huyết
Phá pao,nôn mửa
Quẩy pao,nôn mửa
Tốm phá pao,nôn mửa
Xoán pao,nôn mửa
Phá pao,đi tả
Quẩy pao,đi tả
Tốm phá pao,đi tả
Xoán pao,đi tả
Nhình cáy tháo,con gà nhỡ
Noọng a eng thạo thựt fiệc rườn,em nhỏ thành thạo việc nhà
Noọng slao eng thạo thựt fiệc rườn,em nhỏ thành thạo việc nhà
Dòn,thích mắt
Phấu cáy ngòi hăn tháu lai a,nhìn đàn gà thấy thích mắt lắm
Rằng cáy ngòi hăn tháu lai a,nhìn đàn gà thấy thích mắt lắm
Xá cáy ngòi hăn tháu lai a,nhìn đàn gà thấy thích mắt lắm
Dòn,sướng
Sláy,"cạo, cắt"
tháy Chạu,cắt tóc
Sláy,"bé, nhỏ"
Tắm slư tháy,chữ viết nhỏ
Tứ slư tháy,chữ viết nhỏ
Càm đông thắc slủng nèm,đi rừng mang súng theo
Khúy đông thắc slủng nèm,đi rừng mang súng theo
Lá đông thắc slủng nèm,đi rừng mang súng theo
Nè đông thắc slủng nèm,đi rừng mang súng theo
Nung đông thắc slủng nèm,đi rừng mang súng theo
thắp tàng Lồng tông,tìm đường ra cánh đồng
thắp tàng Mà tông,tìm đường ra cánh đồng
Nhất,lê
Nhất,nhích
Thói,thân
Thói,"dịch, nhích"
thân Lồng noọc pây,dịch ra bên ngoài
thân Mà noọc pây,dịch ra bên ngoài
Thói,lùi
Thói,hoàn lại
Lồng mừ dá bấu thân teo,bán rồi không hoàn lại
Xo tầu dá bấu thân teo,bán rồi không hoàn lại
Thói khêm,khâu tỉ mỉ
Thói lăng,giật lùi
Càm thân lăng,đi giật lùi
Khúy thân lăng,đi giật lùi
Lá thân lăng,đi giật lùi
Nè thân lăng,đi giật lùi
Nung thân lăng,đi giật lùi
Thói thói,rút lui
Thói thói,tiến thoái
Càm lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Khúy lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Lá lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Nè lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Nung lẫu tàng bấu chắc thân thói pền rừ,đi nhầm đường không biết tiến thoái như thế nào
Táy,"đến, tới"
Táy,bằng
ỏi slung thâng Chạu,mía cao bằng đầu
Táy bươn,đến tháng ở cữ
Táy pjục,"mai sau, sau này"
Táy ti,đến nơi
Táy ti,đến cùng
Cảng mjay,lọc
Phuối pjẻ,lọc
Cảng mjay,ngược
Phuối pjẻ,ngược
Cảng mjay,nói lái
Phuối pjẻ,nói lái
Thư thây,cái cày
Thư thây,cày
Thư thây ké,cày vỡ
Thây Cáu,cày vỡ
Thư thây phưa,cày bừa
inh,thay
Càm thẻ phua,đi thay chồng
Khúy thẻ phua,đi thay chồng
Lá thẻ phua,đi thay chồng
Nè thẻ phua,đi thay chồng
Nung thẻ phua,đi thay chồng
Càm thẻ căn,đi thay nhau
Khúy thẻ căn,đi thay nhau
Lá thẻ căn,đi thay nhau
Nè thẻ căn,đi thay nhau
Nung thẻ căn,đi thay nhau
inh,cậy
Hò thẻ po mẹ,con cậy bố mẹ
Tua thẻ po mẹ,con cậy bố mẹ
inh,dựa
Hò pjạ khỏ bấu mì ti thẻ,con mồ côi khó khăn không có chỗ dựa
Tua pjạ khỏ bấu mì ti thẻ,con mồ côi khó khăn không có chỗ dựa
pố Thài them,thêm một tí
