tay,viet
Dìn,kia
Vằn Dìn,hôm kia
Căm Dìn,đêm hôm kia
Dò,chà
Dò te slon híu vớ,chà nó học giỏi đấy
Dó,một gánh nhẹ
Háp Dó,gánh nhẹ
Dó dó,cần mẫn
Dó dó,chăm chỉ
Hết Dó dó,chăm chỉ
Dó dó,thoăn thoắt
Pây Dó dó,đi thoăn thoắt
dỏ,chà
dỏ te hết đảy cà rại,chà nó làm được thật
dỏ ái pây lụ bấu ái pây,chà đi hay không muốn đi
Dọ,đẩy
Dọ cao hin lồng lính,đẩy tảng đá xuống dốc
Doai khẩu nua,một xúc cơm nếp
doài,rũ rượi
Dặng doài,đứng rũ rượi
Doài doài,thất thểu
Doại,đưa
Sloong mừ Doại hẩu,hai tay đưa cho
Doại,cho
Pả mì lăng Doại hẩu lan,bá có gì cho cháu
doan,giật mình
Hăn ngù le doan,gặp rắn thì giật mình
Doan mao,kinh hãi
Ma tẹp tua mèo Doan mao,chó đuổi con mèo kinh hãi
Lình Doát tềng cáng mạy,khỉ nhảy trên cành cây
Doi,"khều, nhể"
Doi nam,khều gai
Doi,chích
Doi noong bát,chích mủ nhọt
Doi,xúc
Doi pì chang lọ,xúc mỡ trong lọ
dòi,dầm
dòi phôn,dầm mưa
Dòi doọc,lặn lội
Dòi doọc phân đét,lặn lội nắng mưa
Dòi doọc,quần quật
hết Dòi doọc,làm quần quật
Dọi,nhỏ giọt
Lầy cà nặm phôn Dọi,mái tranh nước mưa nhỏ giọt
Dom,"dành, để dành"
Dom chèn sle hết rườn,dành tiền làm nhà
Dom dó,dành dụm
Dom dó đo chèn dự xe,dành dụm đủ tiền mua xe
Dom,"ngó, nhòm"
Dom khảu sluôn,ngó vào vườn
Dom khảu tòi,nhòm vào túi
Dỏm,dặm
Dỏm nà,cấy dặm ruộng
Dòn,sướng
Phối Dòn pác,nói sướng miệng
Dỏn,nẩy
Nghe bóng tốc lồng teo Dỏn khửn,quả bóng rơi xuống lại nẩy lên
Dỏn,giật mình
Tinh hâu phuối lầu táng hăn Dỏn,"nghe người ta nói, tự thấy giật mình"
Slủng phéc tỏ bấu Dỏn,súng nổ cũng không giật mình
Dón,vãi
Lao neo Dón lẹo,sợ vãi cả đái
Dón,bớt lại
Pây háng dự của Dón chèn sle,đi chợ mua đồ bớt tiền lại
Dón chin Dón dụng,"bót ăn, bớt tiêu"
Dón,dè
Chin Dón,ăn dè
Don dén,"dè sẻn, tằn tiện"
Chin dung Don dén,ăn tiêu dè sẻn
Doong dó,chăm sóc
Cần ké rèo mì lục lan Doong dó,người già cần có con cháu chăm sóc
Doòng,cái lồng
Doòng cáy,lồng gà
Doòng,cái rọ
Doòng mu,rọ lợn
Doóng,nhún nhảy
Doóng hẩu cáng mạy tắc,nhún nhảy cho cành cây gẫy
Doóng doát,nhảy nhót
Lục đếch Doóng doát dú tổng nhù,trẻ con nhảy nhót ở đống rơm
Doóng khó,ngồi xổm
Dót,"vãi, nhỏ ra"
Lao nẻo Dót,Sợ vãi đái
Chứ căn nặm tha Dót,nhớ nhau rơi nước mắt
Dốc,"chòi, chọc"
Dốc mác phường,chòi quả khế
Dốc khảu xảng,chọc vào bên cạnh
Dộc,cái rọ
Dộc hảng pja,rọ đánh cá
Dộc dạc,lộc ngộc
Pây Dộc dạc,đi lộc ngộc
Dộc dộc,xồng xộc
Len Dộc dộc,chạy xồng xộc
dồng,chết khô
Dống,sững
Dặng Dống,đứng sững
Dống,vụt
Dống tứn pây,vụt đứng lên đi
dú,ở
Hết fiệc dú rườn,làm việc ở nhà
dú bản tẩu,ở bản dưới
dú,ngoan
dú,"sống, cư xử"
dú đây xáu pi noọng,sống tốt với mọi người
Dú bươn,ở cữ
mẹ lùa Dú bươn,con dâu ở cữ
Dú đai,ngồi không
Dú đai,ở cữ
Duây,"chảy, rỏ"
Tây bưa pủn Duây oóc,túi bột làm bún chảy ra
Dùm dòa,tùm tòa
Dum dum,lù lù
Pây Dum dum,đi lù lù
Dung,vui
Pây hết Lượn Dung lai,đi hát Lượn vui lắm
Dung dang chồm hội,vui xem hội
dùng,con công
Dùng doài,"lôi thôi, lếch thếch"
Slửa khóa Dùng doài,quần áo lôi thôi
Dung,dùng
Dung lai chèn,dùng nhiều tiền
Dung doang,lơ lửng lướt thướt
Slửa rì Dung doang,áo dài lướt thướt
Duốc,chuối rừng
Duốc,thân cây chuối
Au Duốc tổm mu,dùng thân cây chuối nấu cám lợn
duộc khửn nèm khuổi mùa,lần theo khe suối đi lên
Duông,hấp
Duông pẻng tải,hấp bánh dợm
Duồng tạng,con kỳ nhông
Dụp,nhúng
Dụp slửa lồng pừn nặm khún,nhúng áo vào chậu nước chàm
Dụp,sầm
Dụp đăm khảu,tối sầm lại
Hăn tua vài Dụp doang lặm cừa,thấy con trâu thấp thoáng sau bụi rậm
Pây tàng quẹng Dụp doang lao,đi đường vắng thảng thốt lo
Dụp dụp,chầm chậm
Nặm luây Dụp dụp,nước chảy chầm chậm
Dụp dụp,sâm sẩm
Phạ đăm Dụp dụp,trời sâm sẩm tối
Dụp dương,lấp ló
Hai Dụp dương nhọt khau,trăng lấp ló đỉnh núi
Mỏ khảu fật le Dút lua,nồi cơm sôi thì rút củi
Pết Dút xáy,vịt ngừng đẻ
Nặm lìn Dút,nước máng ngừng chảy
dút dú bấu đi au,chần chừ không dám lấy
Dửi,hơn nửa
Dửi boóc,khoảng ba phần tư ống
Dử,nghển
Dử cò quá pha lị,nghển cổ qua bờ rào
Dử mo khảu táng,nghển cổ nhìn qua cửa sổ
Dử dốc,nhòm ngó
Dử dốc tị tốc tị,nhòm ngó nơi này nơi khác
Dự,mua
Dự slửa,mua áo
Phác chèn hẩu lục Dự chin,gửi tiền cho con ăn
Bâu mác Dửa mì nam,lá dứa có gai
Dức dử,thập thò
Dức dử noọc tu,thập thò ngoài cửa
Dương,thăm
Mừa Dương rườn,về thăm nhà
Dương cần pền khẩy,thăm người ốm
Dương dử,"thăm hỏi, thăm nom"
Dương dử thâng căn,thăm hỏi tới nhau
Dường slì,thường xuyên
Dường slì tảy nai slon,thường xuyên chịu khó học
Dương,dáng vẻ
Dương slướng,vẻ đẹp
Dương,thứ
Dương lăng,thứ gì
pền Dương hâư,thành ra thế nào
dương mà te bấu hết đảy,xem ra nó không làm nổi
Dương lai,đến thế
Hết đảy Dương lai,làm được nhiều đến thế
Dương rừ,cách nào
Bấu chắc hết Dương rừ,không biết làm thế nào
Dương slướng,"tướng mạo, vẻ đẹp"
Dương slướng đây báo,tướng mạo đẹp trai
Dượng,giơ
Dượng mừ,giơ tay
Dựt,trĩu
Nắc Dựt,nặng trĩu
Dựt,sũng
Rằm Dựt,ướt sũng
Dựt dựt,ròng ròng
Phạ phôn lầy cà dết Dựt dựt,trời mưa mái gianh nước chảy ròng ròng
Đa,cái địu
Đa nả lài thổ cẩm,địu mặt hoa văn thổ cẩm
ăn Đa tía lục,cái địu địu con
Đa,con cà cuống
Lịp pện Đa,lép như con cà cuống
Đa,"kê, gác"
Đa chàn,gác sàn
Đa,sắp xếp
Đa háp,sắp xếp thành gánh
Đa,gây chuyện
Đa rại,gây hờn dỗi
Đa đuống,"sắp xếp, sửa soạn"
Đa đuống pây háng,sửa soạn đi chợ
Đa mạ,xuống tấn
Đa mạ,lấy đà
Đa mạ khửn lính,lấy đà lên dốc
Slíp cần Đa rang bấu táy cần phuối khoang,mười người nói ủng hộ vào không bằng một người nói phá ngang
Tua mu Đa rang,con lợn mình dài
Đá,mắng
Đá,chửi
Bấu đảy tò Đá căn,không được chửi nhau
Đạ nặm nà dá,đã cấy lúa rồi
Đác luột,sa dạ con
Đai,khác
Đăm co Đai,cấy cây khác
Đai,không
Chin khẩu Đai,ăn cơm không
Đai,Không thôi
Đai,vã
Chin Đai,ăn vã
Đai,vu khống
Phuối Đai hẩu cần,vu khống cho người khác
đai đoóc,không có gì
Pây đai đoóc,đi không có gì mang theo
Mà đai mà đoóc,đến tay không
Đảm,đũa cả
Đảm tắc khẩu,đũa cả xới cơm
Đảm,đám
Đảm lẩu,đám cưới
Đan,sài đẹn
Đếch pền Đan,trẻ bị sài đẹn
Đan đỉn,sốt co giật
Đếch pền Đan đỉn,trẻ bị sốt co giật
Đan thân,cô độc
Đản,"bết, cáu bẩn"
Slửa khóa Đản pùng,quần áo bết bùn
Táp ná Đản mỉ,lót chảo cáu bẩn
Đản đốc,bê bết
Thư nà mà cần Đản đốc pùng,đi bừa về người bê bết bùn
Đán,vách đá
Bjoóc phjặc phiền phông nả Đán rung lường,hoa phặc phiền nở trên vách đá tươi hồng
Đạn,viên đạn
Đang,"mình, thân thể, thân"
Vài mụng Đang cải,trâu mộng thân to
Đang cài,có chửa
Đang cáu,bản thân
Táng chiêng Đang cáu,tự giới thiệu bản thân
Đang đai,son rỗi
Te nhằng Đang đai,nó còn son rỗi
Đang đeo,neo đơn
Đang nái,mỏi mệt
Khẩu Đảng,cơm nguội
Mùa Đảng,mùa rét
Đảng đướt,"cảm, sốt"
Pền Đảng đướt,bị cảm
Đảng khẩy,sốt rét
Đua Đảng khẩy,cơn sốt rét
Đáng,"lang, khoang"
Ma Đáng,chó lang
Đao,sao
Đao rung,sao sáng
Đao,"hất, gẩy"
Đao chà nhác oóc noọc rây,dùng gậy hất búi rác ra khỏi rẫy
Đao,bị phồng gió
Cáy tầu Đao,gà bị phồng dưới da
Đao đí,ngôi sao
Đao đí rung choặc,sao sáng rực trời
Đao đí pây chụ,sao băng
Đao phâu,sao chổi
Đáo,màu hồng
Kẻm Đáo,má hồng
Khân Đáo,khăn hồng
Đáo rỏi,hồng tươi
Đáo fư,hồng
Noọng slao nả Đáo fư,cô gái má hồng
Đáo ót,phớt hồng
Bjoóc tào Đáo ót,hoa đào phớt hồng
Đáo rum,"hồng rộm, ửng hồng"
Nả Đáo rum,mặt ửng hồng
Đáp,thanh kiếm
Đát,đốt
Mèng Đát,muỗi đốt
Phen Đát,ong đốt
Đát,đau xót
"Pú thai, lục lan chếp Đát","ông mất, con cháu đau xót"
Đát,rát
Năng xảng fầy mồm Đát lai,ngồi gần lửa rát quá
Đát,rám
Mác pục đét Đát,quả bưởi rám nắng
Đát đát,vung vẩy
Hang quắt Đát đát,đuôi vung vẩy
Đát đát,đành đạch
Slảng Đát đát,giãy đành đạch
Đáu đáu,cun cút
Pây Đáu đáu,đi cun cút
Đảy,được
Hết Đảy,làm được
Đảy pây,được đi
Đảy,khá
Slon Đảy,học khá
Đảy,đủ
Đảy,giống
Lục Đảy nả mẹ,con giống mặt mẹ
Đảy đI,được thể
Pú bấu dăng mẹ lùa chẳng Đảy đI,"bố chồng không nói gì, nàng dâu mới được thể"
Đảy thư,kịp
Đảy thư,dính kết
Sloong nghé pẻng chuầy Đảy thư căn,hai chiếc bánh dầy dính vào nhau
Đảy tó,nổi
Cọn Đảy tó,đánh lại nổi
Noọng eng háp slí slíp cân bấu Đảy tó,trẻ em gánh bốn mươi cân không nổi
Đảy váng,"rỗi, được rỗi"
Pua hâu Đảy váng le mà liêu,khi nào được rỗi sẽ đến chơi
Đắc,say
Nòn Đắc,ngủ say
Đắc đỉ,"khẽ, nhẹ nhàng"
Đắc đỉ càm,nhẹ nhàng bước
Đắc đỉ,"lặng lẽ, im lặng"
Te Đắc đỉ dú,nó im lặng
Đắc đỉn,đứ đừ
Thai Đắc đỉn,chết đứ đừ
Đắc đính,phao câu
Đắc đính cáy,phao câu gà
Đắc đính,đít
Pây nèm Đắc đính cần,bám đít người ta
Đắc đỏi,"nhẹ nhàng, khẽ khàng"
Nặm chè Đặc,nước chè đậm
Nặm da Đặc,nước thuốc đặc
Lẩu Đặc,rượu nặng
Đăm,lặn
Đăm pja,lặn bắt cá
Tua nạc slon lục nạc Đăm pja,rái cá dạy con của rái cá lặn bắt cá
Đăm,cấy
Đăm nà,cấy lúa
"Đăm nà tằm ngoang á, khẩu bấu quá ngài chiêng","tận khi ve rừng kêu mới cấy, bữa tết không còn gạo"
Đăm,đen
Phải Đăm,vải đen
Đăm,mực
Ma Đăm,chó mực
Đăm,ô
Mạ Đăm,ngựa ô
Đăm,tối
Căm Đăm,đêm tối
Đăm bặng bẻ bót,tối như dê mù
Hứa Đăm hứa đeng,mồ hôi nhễ nhại
Đăm cắm,thâm tím
Nựa Đăm cắm,nước da thâm tím
Đăm chay,trồng trọt
Đăm chay mì mau,trồng trọt có thời vụ
Đăm cum,tối mù
Đén Đăm cum,đèn tối tù mù
Đăm đin,tối trời
Thâng Đăm đin xằng mà,đến lúc tối trời chưa về
Đăm đỉn,tối tăm
Hò chạn hăn của hâu le tha Đăm đỉn bấu chắc lăng,thằng lười thấy của người ta thì tối mắt lại không còn biết gì
Đăm đâu,nâu sẫm
đăm đẻn,"nhọ nhem, lấm láp"
Hết lăng bâu slửa đăm đẻn lẹo,làm gì mà áo lấm láp hết
Đăm lít,đen nhánh
Muối mac ngận Đăm lít,hạt nhãn đen nhánh
Đăm mọm,tối mịt
Đăm ngùm,tối om
Tẩu cốc mạy Đăm ngùm,dưới gốc cây tối om
Đăm nhám,"đen sì, đen thui"
Nả pải mỉ Đăm nhám,mặt dính nhọ đen thui
Đăm phját,đen nhẻm
Fừn rây phầy mẩy Đăm phját,củi nương lửa cháy đen nhẻm
Đăm tha,tối mắt
Hăn của le Đăm tha,tối mắt vì thấy của
Đăm thí,tối mịt
Đẳm,tổ tiên
Phi Đẳm,ma tổ tiên
Đẳm,chuôi
Đẳm pjạ,chuôi dao
Đắm,kệnh
Muối dài dú chang hài Đắm kha,hạt sạn ở trong chiếc giầy kệnh chân
Đắm đươn,sượng
Đắm đươn,ghê
Pam kha càm Đắm đươn,đi chân đất bước đi thấy ghê chân
Đăn,hạch
Rặc rẹ tứn Đăn,nách nổi hạch
Đẳn,ngứa
"Men non cằn, đang Đẳn",bị sâu róm mình mẩy ngứa
Pác Đẳn chẳng phuối,ngứa mồm mới nói
Đẳn,gãi
Đẳn lăng,gãi lưng
Đắn,sốt ruột
Đắn pây tức pja,sốt ruột đi đánh cá
Đắn,cay cú
"Hết tốc nghé mác pục, Đắn lai",đánh rơi quả bưởi cay cú lắm
Đắn,uất ức
"Tinh te phuối, hăn Đắn lai","nghe nó nói, thấy tức lắm"
Đắn,sượng
"Mảy sle quá cừn, men Đắn chin bấu van",măng để qua đêm bị sượng ăn không ngon
Đắn đát,cứng đờ
Mừ Đắn đát,tay cứng đờ
Đắn đỉu,"thúc bách, sốt ruột"
đắn đươn,sượng sạo
Mỏ khẩu bấu slúc đây chin nhằng đắn đươn,"nồi cơm không chín kĩ, ăn còn sượng sạo"
Đăng,mũi
Đăng sliểm,mũi nhọn
Đăng bắt,"ngạt mũi, tịt mũi"
Đăng,cái sẹo
Đăng,đun
Đăng fầy,đun bếp
Đăng cuông,phổng mũi
Hết đảy ỉ le Đăng cuông,làm được một tí thì phổng mũi
Đăng pắp,mũi tẹt
Đăng pắp,nhụt chí
Hâu che dên Đăng pắp,người ta chê liền nhụt chí
Đăng phết,cay mũi
"Tầu lồm đảng, men Đăng phết hua tót","bị trúng gió lạnh nên cay mũi, nhức đầu"
Đăng phết,tủi thân
Nghị mà hăn Đăng phết,nghĩ lại thấy tủi thân
Đăng vất,sổ mũi
Đẳng,cái náng cày
Hốt Đắng,lọc nước tro
pẻng Đắng,bánh tro
Đắp,ngày cuối cùng của tháng
Vằn Đắp,ngày nguyệt tận
Đắp cháng xo ết,ngày cuối tháng mới có ngày mồng một
Đắp,ngày tất niên
Căm Đắp,đêm giao thừa
Đắp,"tắt, dập lửa"
Đắp đén,tắt đèn
Đắp,tiệt
Thai Đắp,chết tiệt
Đắp,đốp
Đắp hẩu kỉ cằm,đốp cho mấy câu
Đắp đe,mỏ ác
Đắp đe mặp mẹp,chỗ mỏ ác phập phồng
Đắp đén,con thiêu thân
Đắp đo,tháng đủ
Bươn chiêng Đắp đo,tháng giêng là tháng đủ
Đắp đó,"hết trụi, hết tiệt"
Cham fầy hẩu thai Đắp đó,châm lửa cho cháy hết tiệt
Đắp nọi,tết ba mươi tháng giêng
Bươn nhi Đắp sliểu,tháng hai là tháng thiếu
Đấc,giọt
Lầy cà dết pền Đấc,mái gianh nhỏ thành giọt
Đấc lượt,giọt máu
Đẩm chèn,hối lộ
Hâu cạ le Đấn dú bấu chắc lăng,người ta bảo thì ngây ra không biết gì
Chang Đâng,bên trong
Đây noọc đoóc Đâng,"ngoài thì tốt, mục nát bên trong"
đây đo,tốt đẹp
Rườn lang đây đo,nhà cửa tốt đẹp
Đây đứa,tốt đẹp
Đây đứa,hẳn hoi
Chin phuối Đây đứa,ăn nói hẳn hoi
Đây đứa,giống hệt
Sloong cần nung slửa tồng căn Đây đứa,hai người mặc áo giống hệt nhau
Đâu,củ nâu
Đâu,màu nâu
Slửa Đâu,áo nâu
Đâu khẳm,nâu sẫm
Đây,tốt
Dú Đây,sống tốt
Đây,đẹp
Đây báo,đẹp trai
Đây,khỏi
Khẩy Đây dá,ốm khỏi rồi
Đây,"hẳn, rõ"
rung Đây,sáng hẳn
Đây,kĩ
Slúc Đây,chín kĩ
Đây,phải
pạng Đây piếng phải,mặt phải miếng vải
Đây khua,buồn cười
Phuối mà pền Đây khua,nói ra thành buồn cười
Đuông bjoóc nẩy đây ngòi,bông hoa này đẹp
Hết pện bấu đây ngòi,làm thế không đẹp
Đây pjòi,đẹp đẽ
Cáng mác pẻn bặng luồng khẩu chăn Đây pjòi,cành quýt như bông lúa thật đẹp đẽ
Khươi Đây báo,chàng rể đẹp trai
Đây rại,"tốt xấu, lành dữ"
Đây rại tố bấu tả đảy căn,tốt xấu cũng không bỏ được nhau
Đây rại,dù sao
Đây rại tố pi noọng,dù sao cũng là anh em
Đây cạ,may mà
Đây cạ hắp tu dá,may mà đóng cửa rồi
Đây slao,xinh gái
Mẹ lùa Đây slao,cô dâu xinh gái
Đây chin,ngon
Mốc dác mòn lăng tố Đây chin,bụng đói cái gì cũng ngon
Đây tinh,nghe hay
Tàn tính chăn Đây tinh,tiếng đàn tính nghe thật hay
Đây chồm,đẹp mắt
Phong cảnh Đây chồm,phong cảnh đẹp mắt
Đẩy,một loại nứa tép
Đé,đè
Đé hua lồng,đè đầu xuống
Khẩu ké Đé khẩu ón,thóc mới đè thóc cũ
Đén,xoáy
Vài phjác Đén,trâu có xoáy ở giữa trán
Đé,đã từ lâu
Te Đé pây,nó đã đi từ lâu
Đén hin,đèn đất
đén lỏn,đèn treo
Đé đẩn,đè gáy
Đé đẩn,cưỡng bức
Nắm đảy Đé đẩn hâu hêt fiệc dày,không được cưỡng bức người ta làm việc xấu
Đén tha mò,đèn ló
Đén tha mò,đèn săn
Đẹn,bệnh nổi hạt kê
Đéc,tọng vào
Đéc têm tòi,tọng đầy túi
Đéc,giã
Đéc pẻng chuầy,giã bánh dầy
Đéc,giần
Đéc,nện
Đéc hẩu puô nâng,nện cho một trận
Đeng,đỏ
Nả Đeng,mặt đỏ
Đeng,ruột thịt
Lan Đeng,cháu ruột
Đen rây,rìa nương
Đeng cắm,đỏ thắm
Pín pác Đeng cắm,môi đỏ thắm
Đẻn,khô bết
Cò slửa Đẻn cầy hứa,cổ áo khô bết mồ hôi
Đeng chít,đỏ chót
Bjoóc ve Đeng chít,hoa râm bụt đỏ chót
Đeng chít bặng bâu cờ,đỏ thắm như lá cờ
Đén,đền thờ
Đén Đuổm slớ Dương Tự Minh,đền Đuổm thờ Dương Tự Minh
Đeng chỏi,đỏ chói
Đén,đèn
Tẻm Đén,thắp đèn
Đén điện,đèn điện
Bjoóc tào phông Đeng đáo,hoa đào nở đỏ hồng
Đeng nhàn,đỏ lừ
Đeng nhèn,đỏ hỏn
Đeng rường,đỏ rực
Fầy mẩy Đeng rường,lửa cháy đỏ rực
Đeo,một
Co Đeo,một cây
Đếch,trẻ con
Ngòi Đếch,trông trẻ
Lục Đếch bấu hết đảy,trẻ con không làm được
Đeo,neo
Rườn Đeo cần,nhà neo người
Đẻo đét,nhí nhảnh
Đẻo đét,đỏm dáng
Chin nung Đẻo đét,ăn mặc đỏm dáng
Đẻo đét,xí xớn
Tua tỉ Đẻo đét lai,con kia xí xớn quá
Đết,xiết
Đết phiết,xiết rôm
Đết xáy mền,xiết trứng rận
Đết,búng
Đết mừ,búng tay
Đét,nắng
Fạ Đét,trời nắng
Đét chản nả,nắng chiếu vào mặt
Fầy mẩy kiềng phạ Đét fầy mẩy héc phạ phôn,"lửa liếm kiềng thì trời nắng, lửa liếm chảo thì trời mưa"
Đi,mật
Đi mi,mật gấu
Khôm bặng Đi pja,đắng như mật cá
Đi,chính giữa
Mạy khay Đi,gỗ nứt chính giữa
Đi,đáy
Đi vằng,đáy vực
Đét lương,nắng vàng
Đét nạn,nắng chiều lướt trên sườn núi
Đi,dám
Nặm noòng bấu Đi khảm ta,nước lũ không dám sang sông
Đét ón,nắng dịu
Nâu chạu Đét ón,sáng sớm nắng dịu
Đi cải,táo bạo
Đi cải chẳng hết đảy,táo bạo mới làm được
Đét rèng,nắng gắt
Đi khửn,"tức, nổi giận"
Dá đảy roong Đi khửn,chớ có chọc tức
đế,đã từ lâu
Mền đế pây,nó đã đi từ lâu
đỉ,trú
đỉ,"im lặng, âm thầm"
đỉ dú,sống im lặng
đỉ chin,im lặng ăn
Pưa Đía,thuở xưa
Điểu,"cái điếu, điếu"
Chin Điểu lao,hút điếu thuốc
Boóc Điểu,ống điếu
Địa,cái đĩa
Địa to phjắc,đĩa đựng rau
Điểu,đổ
Điểu khảu pác,đổ vào mồm
Đích,nhấn chìm
Đích nhả lồng pùng,nhấn cỏ xuống dưới bùn
Đích,múc
Đích au bằng nặm,múc lấy một ống nước
Điếu,bật lên
Nhăm cái mạy Điếu khửn,giẫm thanh gỗ bật lên
Điếu,cập kênh
Đích,chính
Đích vài rườn mầng,chính trâu nhà mày
Đim,"giắt, cài"
Đim ăn rả,cài cái rá rách
điểm phủ,gang nách
Đin,đất
Đin ti rườn,đất thổ cư
Đin đeng,đất đỏ
Đin nà tòa cần,đất ruộng đắp bờ
Điêng,cái dậu nhỏ
Đin mục,đất bụi
Tàng xe pây Đin mục bên,đường xe chạy bụi bay
Điêng,soi
Điêng tuẩy,soi đuốc
Đin nặm,đất nước
Đin nặm phúng phàu,đất nước phồn thịnh
Điếp đin ti,yêu quê hương
Bác Hồ Điếp dân,Bác Hồ thương dân
Đin ti,đất đai
Đin ti,quê hương
Đin ti phúng phàu,quê hương phồn thịnh
Điêu,hất
Điêu chà nhác lồng lính,hất bụi rác xuống dốc
Đỉn,"ngất, bất tỉnh"
Lộm Đỉn pây,ngã ngất đi
Tua đếch nựa mồm lai Đỉn pây,đứa trẻ sốt cao quá bị ngất đi
Điêu,thức giấc
Nòn Điêu,ngủ thức giấc
Đỉn cáy,ngất lịm
Đít,nhảy
Bẻ Đít khửn đán,dê nhảy lên vách đá
Đít,bắn
Đít,té
Nặm Đít rằm slửa khóa,nước té ướt quần áo
Đỉn khấu,đau điếng
Kha toỏng đút Đỉn khấu lẹo,chân bị vấp đau điếng
Đít,búng
Đít khỏn hin,búng hòn sỏi
Đính,đổ
Phôn băng Đính bằng,mưa như đổ ống nước
Đính cuôi nhác,đổ sọt rác
Đít đát,tung tóe
Pùng Đít đát thuổn tàng,bùn tung tóe khắp mặt đường
Đít đát,tán loạn
Xá vài Đít đát ti tua,đàn trâu tán loạn mỗi nơi một con
đính,phao câu
đính pết,phao câu vịt
Đít đít,lon ton
Len Đít đít,chạy lon ton
Đít đít,một mạch
Pây Đít đít,đi một mạch
Đít đít,đành đạch
Slảng Đít đít,giãy đành đạch
Đính đính,lẽo đẽo
Nèm hang Đính đính,lẽo đẽo theo sau
đỉu căn,tức nhau
Tinh te phuối hăn đỉu lai lố,nghe nó nói thấy tức lắm
Đíp,sống
Chin Đíp,ăn sống
Nựa Đíp,thịt sống
Đíp,tươi
Fừn Đíp,củi tươi
Đíp,mộc
Kích Đíp,gạch mộc
Đíp,xanh
Mác Đíp,quả còn xanh
Đỉu đỉu,quằn quại
Hua chếp Đỉu đỉu,đau đầu quằn quại
Đỉu đỉu,nằng nặc
Đỉu đỉu,ráo riết
Toi Đỉu đỉu,đòi nằng nặc
Mỏ khẩu Đíp nhác,nồi cơm còn sống nguyên
Đo,đủ
Đo cần,đủ người
Đo chèn dự xe máy,đủ tiền mua xe máy
Đíp pjạp,"xanh nguyên, sống nguyên"
Đo xày,đầy đủ
Nà nặm Đo xày,ruộng nương đầy đủ
Đo xày,đông đủ
Bại cần mà Đo xày,mọi người đến đông đủ
Đỏ,trú
Đỏ,tránh
Đỏ,ẩn nấp
Dặng tẩư lạng Đỏ phôn,đứng dưới gầm sàn trú mưa
Đỏ khăm,trú bóng râm
Đoảng,trống không
Nắm đảy phuối Đoảng,không được nói trống không
Đó,gộc
Đó,mẩu
Đó fầy,gộc củi
đoảng,quang đãng
Pò nấy đoảng,đồi này quang đãng
Đó,trọc
Hua Đó,đầu trọc
Đó,trụi
Cáy Đó,gà trụi
Đó,cằn cỗi
đoảng đứng,trơ trụi
Đoắc mọn,nhộng tằm
Đoắc phông pền bỉ,con nhộng nở thành con ngài
Đó đút,cụt ngủn
To mạy Đó đút,gốc cây cụt ngủn
Đọc đạch,"tập tễnh, cà nhắc"
Kha càm Đọc đạch,chân đi tập tễnh
Đó đứng,trụi thùi lụi
Pò đin Đó đứng,gò đất trụi thùi lụi
đoóc,mục
Đây noọc đoóc chang,"lành bề ngoài, mục nát bên trong"
đoóc,lâu đời
Tày đoóc,người Tày lâu đời
Đoải đoảI,lượt thượt
Pây Đoải đoảI,bước đi lượt thượt
Đoải đoảI,đủng đỉnh
Nộc cốt luây cằn nà Đoải đoảI,bìm bịp dạo ven bờ đủng đỉnh
Đoóc đéc,mục nát
Đoóc đéc,cũ nát
Đoạn,phần
Lại cạ Đoạn công chúa Đường Vương,lại nói chuyện công chúa Vua Đường
Đoi,ngâu
phôn Đoi,mưa ngâu
Đoi,mất không
Đoi ngài,không được ăn bữa trưa
Đoạn,hết
Khỏi chiềng thâng nẩy le Đoạn,tôi trình bày đến đây là hết
Đỏi,chín rũ
Nà Đỏi,ruộng lúa bị chín rũ
Đỏi,"khẽ, thận trọng"
Đỏi chin Đỏi phuối,khẽ ăn khẽ nói
Đỏi năng lồng,ngồi xuống một cách thận trọng
Tha Đoóng đít,mắt thao láo
Đon,"đám, thửa"
Đon rây,đám rẫy
Đon bắp,thửa ruộng ngô
Đỏn,cụt
Đỏn,cộc
Ma hang Đỏn,chó cộc đuôi
Đỏn,hụt
Pài rườn mùng Đỏn,mái nhà lợp hụt
Đoọng,động
Ná Đoọng sle nộc khăn,đừng động để chim hót
Đoọng,cựa quậy
Nòn xảng dá Đoọng lai,nằm cạnh chó có cựa quậy nhiều
Đoọng,ồn ào
Rườn lai cần Đoọng lai,nhà đông người ồn ào lắm
Đỏn,tung
Đỏn còn,tung còn
nghé bắp khảu chậu Đỏn,tung chiếc ngô vào dậu
Đoọng đính,ầm ĩ
Đoong,cái mu
Đoong pha,mu con ba ba
Đoong kha,mu bàn chân
Đoong,mai
Đoong tấu,mai rùa
Đội,đỗ
Thi Đội,thi đỗ
Đoỏng,đất trơ
Đoỏng,đất rắn
Pò Đoỏng bấu tào đảy,đồi đất rắn trơ không đào nổi
Đoỏng,đồi trọc
Độ,khoảng
Độ slíp cái hin,khoảng mười cây số
Đoóng,nhẵn
Hua Đoóng,đầu cạo nhẵn
Đoóng,giô
Đoóng,hết sạch
Mu chin Đoóng làng muốc,lợn ăn hết sạch máng cám
Độ,chịu đựng
Độ,bền
Bấu chướng của cái nhằng mì lăng Độ,không giữ gìn thì không của cải nào bền được
Đoóng,lồi
Tha Đoóng,mắt lồi
Đoóng,trố
Đoóng tha ngòi cần,trố mắt nhìn người ta
